cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
856635.1616000003,2024-03-02T15:09:22.900Z,41.222973,-8.7140059,17.545,9.898,10.27,8827,54562.9,0.95,3,MSLV
856734.9248000004,2024-03-02T15:09:23.000Z,41.2229754,-8.714017,17.535,9.675,9.9,8827,54563,0.95,3,MSLV
856834.688,2024-03-02T15:09:23.099Z,41.2229787,-8.7140275,17.531,9.463,9.68,8827,54563.1,0.95,3,MSLV
856934.6676363637,2024-03-02T15:09:23.199Z,41.2229825,-8.7140373,17.534,9.268,9.46,8827,54563.2,0.95,3,MSLV
857034.6472727273,2024-03-02T15:09:23.300Z,41.2229868,-8.714047,17.509,9.332,9.27,8827,54563.3,0.95,3,MSLV
857134.626909091,2024-03-02T15:09:23.400Z,41.2229918,-8.7140558,17.513,9.271,9.33,8827,54563.4,0.95,3,MSLV
857234.6065454547,2024-03-02T15:09:23.500Z,41.2229971,-8.7140644,17.493,9.217,9.27,8827,54563.5,0.95,3,MSLV
857334.5861818184,2024-03-02T15:09:23.599Z,41.2230027,-8.7140723,17.476,8.994,9.22,8827,54563.6,0.95,3,MSLV
857434.5658181821,2024-03-02T15:09:23.699Z,41.223009,-8.7140796,17.459,9.122,8.99,8827,54563.7,0.95,3,MSLV
857534.5454545458,2024-03-02T15:09:23.800Z,41.2230153,-8.7140857,17.461,8.747,9.12,8827,54563.8,0.95,3,MSLV
857634.5250909094,2024-03-02T15:09:23.900Z,41.2230219,-8.7140913,17.445,8.585,8.75,8827,54563.9,0.95,3,MSLV
857734.5047272731,2024-03-02T15:09:24.000Z,41.2230287,-8.7140956,17.443,8.355,8.58,8827,54564,0.95,3,MSLV
857834.4843636368,2024-03-02T15:09:24.099Z,41.2230362,-8.7140996,17.434,8.801,8.36,8827,54564.1,0.98,3,MSLV
857934.464,2024-03-02T15:09:24.199Z,41.2230436,-8.7141026,17.398,8.535,8.8,8827,54564.2,0.95,3,MSLV
858034.8302222223,2024-03-02T15:09:24.300Z,41.2230513,-8.714105,17.42,8.699,8.53,8827,54564.3,0.95,3,MSLV
858135.1964444445,2024-03-02T15:09:24.400Z,41.2230592,-8.7141066,17.401,8.768,8.7,8827,54564.4,0.95,3,MSLV
858235.5626666667,2024-03-02T15:09:24.500Z,41.2230674,-8.7141073,17.411,9.064,8.77,8827,54564.5,0.95,3,MSLV
858335.9288888889,2024-03-02T15:09:24.599Z,41.2230757,-8.7141073,17.429,9.146,9.06,8827,54564.6,0.95,3,MSLV
858436.2951111111,2024-03-02T15:09:24.699Z,41.2230838,-8.7141064,17.42,9.022,9.15,8827,54564.7,0.95,3,MSLV
858536.6613333334,2024-03-02T15:09:24.800Z,41.2230913,-8.7141048,17.434,8.404,9.02,8827,54564.8,0.95,3,MSLV
858637.0275555556,2024-03-02T15:09:24.900Z,41.2230983,-8.7141017,17.436,8.141,8.4,8827,54564.9,0.95,3,MSLV
858737.3937777778,2024-03-02T15:09:25.000Z,41.2231055,-8.7140983,17.427,8.447,8.14,8827,54565,0.95,3,MSLV
858837.76,2024-03-02T15:09:25.099Z,41.2231123,-8.714094,17.441,8.342,8.45,8827,54565.1,0.95,3,MSLV
858937.6832,2024-03-02T15:09:25.199Z,41.2231188,-8.7140891,17.455,8.223,8.34,8827,54565.2,0.95,3,MSLV
859037.6063999999,2024-03-02T15:09:25.300Z,41.2231247,-8.7140833,17.465,8.14,8.22,8827,54565.3,0.95,3,MSLV
859137.5295999999,2024-03-02T15:09:25.400Z,41.2231308,-8.7140769,17.462,8.549,8.14,8827,54565.4,0.95,3,MSLV
859237.4527999999,2024-03-02T15:09:25.500Z,41.2231363,-8.7140698,17.485,8.451,8.55,8827,54565.5,0.95,3,MSLV
859337.3759999998,2024-03-02T15:09:25.599Z,41.2231418,-8.7140621,17.486,8.699,8.45,8827,54565.6,0.95,3,MSLV
859437.2991999998,2024-03-02T15:09:25.699Z,41.2231466,-8.7140539,17.507,8.685,8.7,8827,54565.7,0.98,3,MSLV
859537.2223999997,2024-03-02T15:09:25.800Z,41.2231513,-8.7140451,17.531,8.916,8.69,8827,54565.8,0.98,3,MSLV
859637.1455999997,2024-03-02T15:09:25.900Z,41.2231555,-8.7140359,17.538,8.985,8.92,8827,54565.9,0.98,3,MSLV
859737.0687999997,2024-03-02T15:09:26.000Z,41.2231592,-8.7140257,17.555,9.419,8.99,8827,54566,0.98,3,MSLV
859836.992,2024-03-02T15:09:26.099Z,41.2231622,-8.714015,17.564,9.506,9.42,8827,54566.1,0.98,3,MSLV
859936.541090909,2024-03-02T15:09:26.199Z,41.2231649,-8.7140039,17.578,9.676,9.51,8827,54566.2,0.95,3,MSLV
860036.0901818181,2024-03-02T15:09:26.300Z,41.2231673,-8.7139924,17.589,9.872,9.68,8827,54566.3,0.95,3,MSLV
860135.6392727272,2024-03-02T15:09:26.400Z,41.2231695,-8.7139807,17.604,10.025,9.87,8827,54566.4,0.95,3,MSLV
860235.1883636363,2024-03-02T15:09:26.500Z,41.2231716,-8.7139687,17.63,10.23,10.03,8827,54566.5,0.98,3,MSLV
860334.7374545453,2024-03-02T15:09:26.599Z,41.2231737,-8.7139564,17.631,10.419,10.23,8827,54566.6,0.95,3,MSLV
860434.2865454544,2024-03-02T15:09:26.699Z,41.2231755,-8.7139439,17.663,10.643,10.42,8827,54566.7,0.95,3,MSLV
860533.8356363635,2024-03-02T15:09:26.800Z,41.2231771,-8.7139309,17.677,10.907,10.65,8827,54566.8,0.95,3,MSLV
860633.3847272726,2024-03-02T15:09:26.900Z,41.2231786,-8.7139177,17.704,11.127,10.91,8827,54566.9,0.98,3,MSLV
860732.9338181816,2024-03-02T15:09:27.000Z,41.2231803,-8.7139044,17.72,11.288,11.13,8827,54567,0.95,3,MSLV
860832.4829090907,2024-03-02T15:09:27.099Z,41.223182,-8.7138911,17.745,11.207,11.29,8827,54567.1,0.95,3,MSLV
860932.032,2024-03-02T15:09:27.199Z,41.223184,-8.7138781,17.763,11.101,11.21,8827,54567.2,0.95,3,MSLV
861032.128,2024-03-02T15:09:27.300Z,41.2231863,-8.7138659,17.783,10.578,11.1,8827,54567.3,0.95,3,MSLV
861132.224,2024-03-02T15:09:27.400Z,41.2231888,-8.7138537,17.808,10.472,10.58,8827,54567.4,0.95,3,MSLV
861232.3200000001,2024-03-02T15:09:27.500Z,41.2231918,-8.7138421,17.834,10.272,10.48,8827,54567.5,0.95,3,MSLV
861332.4160000001,2024-03-02T15:09:27.599Z,41.2231951,-8.713831,17.847,9.928,10.28,8827,54567.6,0.95,3,MSLV
861432.5120000001,2024-03-02T15:09:27.699Z,41.2231989,-8.71382,17.882,10.094,9.93,8827,54567.7,0.95,3,MSLV
861532.6080000001,2024-03-02T15:09:27.800Z,41.2232033,-8.7138096,17.907,9.917,10.1,8827,54567.8,0.95,3,MSLV
861632.7040000001,2024-03-02T15:09:27.900Z,41.2232082,-8.7137994,17.919,10.085,9.92,8827,54567.9,1.04,3,MSLV
861732.8000000002,2024-03-02T15:09:28.000Z,41.2232135,-8.7137898,17.959,9.864,10.09,8827,54568,1.05,3,MSLV
861832.8960000002,2024-03-02T15:09:28.099Z,41.2232195,-8.7137808,17.977,10.051,9.87,8827,54568.1,1.05,3,MSLV
861932.992,2024-03-02T15:09:28.199Z,41.2232261,-8.7137725,18.013,9.975,10.06,8827,54568.2,1.05,3,MSLV
862033.2728888888,2024-03-02T15:09:28.300Z,41.2232333,-8.7137648,18.028,10.225,9.98,8827,54568.3,1.07,3,MSLV
862133.5537777777,2024-03-02T15:09:28.400Z,41.2232409,-8.7137584,18.071,9.998,10.23,8827,54568.4,1.05,3,MSLV
862233.8346666666,2024-03-02T15:09:28.500Z,41.2232488,-8.7137528,18.11,9.912,10,8827,54568.5,1.05,3,MSLV
862334.1155555554,2024-03-02T15:09:28.599Z,41.2232571,-8.7137478,18.145,10.089,9.92,8827,54568.6,1.08,3,MSLV
862434.3964444443,2024-03-02T15:09:28.699Z,41.2232656,-8.7137437,18.184,10.047,10.1,8827,54568.7,1.05,3,MSLV
862534.6773333332,2024-03-02T15:09:28.800Z,41.2232741,-8.7137405,18.207,9.776,10.05,8827,54568.8,1.05,3,MSLV
862634.958222222,2024-03-02T15:09:28.900Z,41.2232827,-8.7137381,18.239,9.792,9.78,8827,54568.9,1.05,3,MSLV
862735.2391111109,2024-03-02T15:09:29.000Z,41.2232916,-8.7137365,18.283,9.898,9.8,8827,54569,1.05,3,MSLV
862835.52,2024-03-02T15:09:29.099Z,41.2233008,-8.7137361,18.305,10.205,9.9,8827,54569.1,1.05,3,MSLV
862935.36,2024-03-02T15:09:29.199Z,41.2233099,-8.7137362,18.323,10.073,10.21,8827,54569.2,1.05,3,MSLV
863035.2,2024-03-02T15:09:29.300Z,41.2233187,-8.7137365,18.346,9.793,10.08,8827,54569.3,1.05,3,MSLV
863135.0399999999,2024-03-02T15:09:29.400Z,41.2233272,-8.7137377,18.398,9.57,9.8,8827,54569.4,1.05,3,MSLV
863234.8799999999,2024-03-02T15:09:29.500Z,41.2233355,-8.7137404,18.369,9.321,9.58,8827,54569.5,1.05,3,MSLV
863334.7199999999,2024-03-02T15:09:29.599Z,41.2233439,-8.713744,18.367,9.707,9.32,8827,54569.6,1.05,3,MSLV
863434.5599999998,2024-03-02T15:09:29.699Z,41.2233515,-8.7137487,18.415,9.426,9.71,8827,54569.7,1.05,3,MSLV
863534.3999999998,2024-03-02T15:09:29.800Z,41.2233589,-8.7137546,18.418,9.576,9.43,8827,54569.8,1.05,3,MSLV
863634.2399999998,2024-03-02T15:09:29.900Z,41.2233659,-8.7137613,18.439,9.58,9.58,8827,54569.9,1.05,3,MSLV
863734.0799999997,2024-03-02T15:09:30.000Z,41.2233718,-8.7137691,18.442,9.292,9.58,8827,54570,1.05,3,MSLV
863833.9199999997,2024-03-02T15:09:30.099Z,41.2233774,-8.7137775,18.448,9.354,9.29,8827,54570.1,1.05,3,MSLV
863933.76,2024-03-02T15:09:30.199Z,41.2233828,-8.7137863,18.438,9.477,9.35,8827,54570.2,1.05,3,MSLV
864033.9072,2024-03-02T15:09:30.300Z,41.2233874,-8.7137963,18.441,9.694,9.48,8827,54570.3,1.05,3,MSLV
864134.0544,2024-03-02T15:09:30.400Z,41.2233914,-8.713807,18.425,9.957,9.69,8827,54570.4,1.05,3,MSLV
864234.2016,2024-03-02T15:09:30.500Z,41.2233949,-8.7138181,18.4,10.003,9.96,8827,54570.5,1.05,3,MSLV
864334.3488,2024-03-02T15:09:30.599Z,41.2233978,-8.7138294,18.364,9.959,10,8827,54570.6,1.05,3,MSLV
864434.496,2024-03-02T15:09:30.699Z,41.2234,-8.7138414,18.337,10.219,9.96,8827,54570.7,1.12,3,MSLV
864534.6432,2024-03-02T15:09:30.800Z,41.2234019,-8.7138536,18.272,10.383,10.22,8827,54570.8,1.05,3,MSLV
864634.7904,2024-03-02T15:09:30.900Z,41.223403,-8.7138663,18.255,10.614,10.39,8827,54570.9,1.05,3,MSLV
864734.9376000001,2024-03-02T15:09:31.000Z,41.223403,-8.7138793,18.245,10.873,10.62,8827,54571,1.05,3,MSLV
864835.0848000001,2024-03-02T15:09:31.099Z,41.2234025,-8.7138927,18.203,11.197,10.88,8827,54571.1,1.05,3,MSLV
864935.232,2024-03-02T15:09:31.199Z,41.2234014,-8.7139061,18.173,11.284,11.2,8827,54571.2,1.05,3,MSLV
865035.6479999999,2024-03-02T15:09:31.300Z,41.2233999,-8.7139196,18.133,11.42,11.29,8827,54571.3,1.05,3,MSLV
865136.0639999999,2024-03-02T15:09:31.400Z,41.2233979,-8.7139333,18.099,11.683,11.43,8827,54571.4,1.05,3,MSLV
865236.4799999999,2024-03-02T15:09:31.500Z,41.2233952,-8.7139471,18.069,11.932,11.69,8827,54571.5,1.05,3,MSLV
865336.8959999998,2024-03-02T15:09:31.599Z,41.223392,-8.7139609,18.043,12.097,11.94,8827,54571.6,1.05,3,MSLV
865437.3119999998,2024-03-02T15:09:31.699Z,41.2233884,-8.7139746,18.008,12.209,12.1,8827,54571.7,1.05,3,MSLV
865537.7279999998,2024-03-02T15:09:31.800Z,41.2233842,-8.7139885,18.001,12.489,12.21,8827,54571.8,1.08,3,MSLV
865638.1439999997,2024-03-02T15:09:31.900Z,41.2233792,-8.7140019,17.951,12.501,12.49,8827,54571.9,1.08,3,MSLV
865738.5599999997,2024-03-02T15:09:32.000Z,41.2233738,-8.7140156,17.898,12.914,12.51,8827,54572,1.08,3,MSLV
865838.976,2024-03-02T15:09:32.099Z,41.223368,-8.7140292,17.88,13.072,12.92,8827,54572.1,1.08,3,MSLV
865938.8567272727,2024-03-02T15:09:32.199Z,41.2233617,-8.7140426,17.812,13.193,13.08,8827,54572.2,1.08,3,MSLV
866038.7374545455,2024-03-02T15:09:32.300Z,41.2233547,-8.7140558,17.831,13.435,13.2,8827,54572.3,1.08,3,MSLV
866138.6181818182,2024-03-02T15:09:32.400Z,41.2233472,-8.7140685,17.788,13.377,13.44,8827,54572.4,1.08,3,MSLV
866238.4989090909,2024-03-02T15:09:32.500Z,41.2233393,-8.7140814,17.749,13.83,13.38,8827,54572.5,1.12,3,MSLV
866338.3796363636,2024-03-02T15:09:32.599Z,41.2233311,-8.714094,17.702,13.958,13.83,8827,54572.6,1.12,3,MSLV
866438.2603636363,2024-03-02T15:09:32.699Z,41.2233225,-8.7141065,17.678,14.074,13.96,8827,54572.7,1.12,3,MSLV
866538.141090909,2024-03-02T15:09:32.800Z,41.2233133,-8.7141188,17.614,14.4,14.08,8827,54572.8,1.12,3,MSLV
866638.0218181817,2024-03-02T15:09:32.900Z,41.2233039,-8.7141307,17.582,14.556,14.41,8827,54572.9,1.05,3,MSLV
866737.9025454544,2024-03-02T15:09:33.000Z,41.2232941,-8.7141426,17.507,14.752,14.56,8827,54573,1.05,3,MSLV
866837.7832727272,2024-03-02T15:09:33.099Z,41.2232839,-8.7141541,17.478,14.895,14.76,8827,54573.1,1.08,3,MSLV
866937.664,2024-03-02T15:09:33.199Z,41.2232733,-8.714165,17.412,14.888,14.9,8827,54573.2,1.05,3,MSLV
867037.3952,2024-03-02T15:09:33.300Z,41.2232623,-8.7141756,17.376,15.134,14.89,8827,54573.3,1.05,3,MSLV
867137.1264000001,2024-03-02T15:09:33.400Z,41.2232508,-8.7141855,17.314,15.217,15.14,8827,54573.4,1.05,3,MSLV
867236.8576000001,2024-03-02T15:09:33.500Z,41.2232392,-8.714195,17.246,15.202,15.22,8827,54573.5,1.05,3,MSLV
867336.5888000001,2024-03-02T15:09:33.599Z,41.2232272,-8.7142037,17.209,15.172,15.21,8827,54573.6,1.05,3,MSLV
867436.3200000002,2024-03-02T15:09:33.699Z,41.2232152,-8.714212,17.179,15.071,15.18,8827,54573.7,1.05,3,MSLV
867536.0512000002,2024-03-02T15:09:33.800Z,41.2232031,-8.7142194,17.109,14.843,15.08,8827,54573.8,1.05,3,MSLV
867635.7824000003,2024-03-02T15:09:33.900Z,41.223191,-8.7142263,17.098,14.582,14.85,8827,54573.9,1.05,3,MSLV
867735.5136000003,2024-03-02T15:09:34.000Z,41.2231788,-8.7142326,17.058,14.607,14.59,8827,54574,1.05,3,MSLV
867835.2448000003,2024-03-02T15:09:34.099Z,41.2231664,-8.7142383,17.042,14.497,14.61,8827,54574.1,1.05,3,MSLV
867934.976,2024-03-02T15:09:34.199Z,41.2231541,-8.714243,17.059,14.119,14.5,8827,54574.2,1.05,3,MSLV
868035.0976,2024-03-02T15:09:34.300Z,41.2231422,-8.7142467,17.007,13.626,14.12,8827,54574.3,1.05,3,MSLV
868135.2191999999,2024-03-02T15:09:34.400Z,41.2231303,-8.7142497,16.934,13.538,13.63,8827,54574.4,1.05,3,MSLV
868235.3407999999,2024-03-02T15:09:34.500Z,41.223118,-8.7142523,16.939,13.695,13.54,8827,54574.5,1.05,3,MSLV
868335.4623999998,2024-03-02T15:09:34.599Z,41.2231058,-8.7142545,16.912,13.709,13.7,8827,54574.6,1.05,3,MSLV
868435.5839999998,2024-03-02T15:09:34.699Z,41.2230938,-8.714256,16.888,13.337,13.71,8827,54574.7,1.05,3,MSLV
868535.7055999998,2024-03-02T15:09:34.800Z,41.223082,-8.7142569,16.893,12.987,13.34,8827,54574.8,1.05,3,MSLV
868635.8271999997,2024-03-02T15:09:34.900Z,41.2230703,-8.7142589,16.874,13.109,12.99,8827,54574.9,1.05,3,MSLV
868735.9487999997,2024-03-02T15:09:35.000Z,41.2230588,-8.7142614,16.833,12.965,13.11,8827,54575,1.05,3,MSLV
868836.0703999996,2024-03-02T15:09:35.099Z,41.2230477,-8.7142641,16.822,12.584,12.97,8827,54575.1,1.05,3,MSLV
868936.192,2024-03-02T15:09:35.199Z,41.2230371,-8.7142675,16.809,12.055,12.58,8827,54575.2,1.05,3,MSLV
869036.5226666667,2024-03-02T15:09:35.300Z,41.2230266,-8.7142719,16.79,12.24,12.06,8827,54575.3,1.05,3,MSLV
869136.8533333333,2024-03-02T15:09:35.400Z,41.2230165,-8.7142768,16.765,12.012,12.24,8827,54575.4,1.05,3,MSLV
869237.1839999999,2024-03-02T15:09:35.500Z,41.2230067,-8.7142824,16.745,11.914,12.01,8827,54575.5,1.05,3,MSLV
869337.5146666665,2024-03-02T15:09:35.599Z,41.2229971,-8.7142886,16.709,11.84,11.91,8827,54575.6,1.05,3,MSLV
869437.8453333331,2024-03-02T15:09:35.699Z,41.2229882,-8.7142956,16.697,11.585,11.84,8827,54575.7,1.05,3,MSLV
869538.1759999997,2024-03-02T15:09:35.800Z,41.2229794,-8.7143031,16.691,11.622,11.59,8827,54575.8,1.05,3,MSLV
869638.5066666664,2024-03-02T15:09:35.900Z,41.2229715,-8.7143112,16.656,11.275,11.62,8827,54575.9,1.05,3,MSLV
869738.837333333,2024-03-02T15:09:36.000Z,41.222964,-8.7143202,16.625,11.294,11.28,8827,54576,1.05,3,MSLV
869839.168,2024-03-02T15:09:36.099Z,41.2229573,-8.7143298,16.616,11.008,11.3,8827,54576.1,1.05,3,MSLV
869938.88,2024-03-02T15:09:36.199Z,41.2229511,-8.7143399,16.608,11.043,11.01,8827,54576.2,1.05,3,MSLV
870038.5920000001,2024-03-02T15:09:36.300Z,41.2229453,-8.7143505,16.567,11.039,11.04,8827,54576.3,1.05,3,MSLV
870138.3040000001,2024-03-02T15:09:36.400Z,41.2229395,-8.7143608,16.525,10.838,11.04,8827,54576.4,1.05,3,MSLV
870238.0160000002,2024-03-02T15:09:36.500Z,41.2229328,-8.7143691,16.573,10.268,10.84,8827,54576.5,1.05,3,MSLV
870337.7280000002,2024-03-02T15:09:36.599Z,41.2229285,-8.7143804,16.525,10.619,10.27,8827,54576.6,1.07,3,MSLV
870437.4400000003,2024-03-02T15:09:36.699Z,41.2229247,-8.7143914,16.508,10.109,10.62,8827,54576.7,1.1,3,MSLV
870537.1520000004,2024-03-02T15:09:36.800Z,41.2229221,-8.7144023,16.428,9.563,10.11,8827,54576.8,1.05,3,MSLV
870636.8640000004,2024-03-02T15:09:36.900Z,41.2229192,-8.7144134,16.462,9.719,9.57,8827,54576.9,1.05,3,MSLV
870736.5760000005,2024-03-02T15:09:37.000Z,41.2229162,-8.7144237,16.425,9.194,9.72,8827,54577,1.05,3,MSLV
870836.2880000005,2024-03-02T15:09:37.099Z,41.2229138,-8.7144342,16.439,9.155,9.2,8827,54577.1,1.22,3,MSLV
870936,2024-03-02T15:09:37.199Z,41.2229118,-8.7144448,16.459,9.085,9.16,8827,54577.2,1.05,3,MSLV
871036.0768,2024-03-02T15:09:37.300Z,41.2229107,-8.7144559,16.426,9.398,9.09,8827,54577.3,1.05,3,MSLV
871136.1536000001,2024-03-02T15:09:37.400Z,41.22291,-8.7144674,16.43,9.608,9.4,8827,54577.4,1.05,3,MSLV
871236.2304000001,2024-03-02T15:09:37.500Z,41.2229098,-8.7144782,16.434,9.054,9.61,8827,54577.5,0.95,3,MSLV
871336.3072000002,2024-03-02T15:09:37.599Z,41.2229103,-8.7144888,16.43,8.929,9.05,8827,54577.6,0.95,3,MSLV
871436.3840000002,2024-03-02T15:09:37.699Z,41.2229116,-8.714499,16.416,8.68,8.93,8827,54577.7,0.95,3,MSLV
871536.4608000002,2024-03-02T15:09:37.800Z,41.2229132,-8.7145095,16.405,9.005,8.68,8827,54577.8,0.95,3,MSLV
871636.5376000003,2024-03-02T15:09:37.900Z,41.2229157,-8.7145195,16.406,8.814,9.01,8827,54577.9,0.95,3,MSLV
871736.6144000003,2024-03-02T15:09:38.000Z,41.2229189,-8.7145288,16.391,8.499,8.81,8827,54578,0.95,3,MSLV
871836.6912000004,2024-03-02T15:09:38.099Z,41.2229226,-8.7145374,16.388,8.254,8.5,8827,54578.1,0.95,3,MSLV
871936.768,2024-03-02T15:09:38.199Z,41.2229269,-8.7145457,16.374,8.387,8.25,8827,54578.2,0.95,3,MSLV
872037.1484444445,2024-03-02T15:09:38.300Z,41.2229319,-8.7145538,16.346,8.631,8.39,8827,54578.3,0.95,3,MSLV
872137.528888889,2024-03-02T15:09:38.400Z,41.2229375,-8.7145613,16.381,8.787,8.63,8827,54578.4,0.95,3,MSLV
872237.9093333335,2024-03-02T15:09:38.500Z,41.2229437,-8.714568,16.378,8.805,8.79,8827,54578.5,0.95,3,MSLV
872338.289777778,2024-03-02T15:09:38.599Z,41.2229502,-8.7145741,16.345,8.786,8.81,8827,54578.6,0.98,3,MSLV
872438.6702222225,2024-03-02T15:09:38.699Z,41.2229568,-8.71458,16.362,8.83,8.79,8827,54578.7,0.95,3,MSLV
872539.0506666669,2024-03-02T15:09:38.800Z,41.222964,-8.7145854,16.353,9.18,8.83,8827,54578.8,0.95,3,MSLV
872639.4311111114,2024-03-02T15:09:38.900Z,41.2229719,-8.7145904,16.35,9.548,9.18,8827,54578.9,0.95,3,MSLV
872739.8115555559,2024-03-02T15:09:39.000Z,41.2229798,-8.7145956,16.353,9.762,9.55,8827,54579,0.95,3,MSLV
872840.192,2024-03-02T15:09:39.099Z,41.2229879,-8.7146005,16.367,9.9,9.76,8827,54579.1,0.95,3,MSLV
872939.9563636364,2024-03-02T15:09:39.199Z,41.2229965,-8.7146049,16.363,10.199,9.9,8827,54579.2,0.95,3,MSLV
873039.7207272728,2024-03-02T15:09:39.300Z,41.2230053,-8.7146092,16.34,10.368,10.2,8827,54579.3,0.95,3,MSLV
873139.4850909092,2024-03-02T15:09:39.400Z,41.2230143,-8.7146131,16.334,10.447,10.37,8827,54579.4,0.95,3,MSLV
873239.2494545456,2024-03-02T15:09:39.500Z,41.2230237,-8.7146168,16.337,10.834,10.45,8827,54579.5,0.95,3,MSLV
873339.0138181819,2024-03-02T15:09:39.599Z,41.2230331,-8.7146205,16.302,10.869,10.83,8827,54579.6,0.95,3,MSLV
873438.7781818183,2024-03-02T15:09:39.699Z,41.223043,-8.7146241,16.309,11.363,10.87,8827,54579.7,1,3,MSLV
873538.5425454547,2024-03-02T15:09:39.800Z,41.2230531,-8.7146269,16.275,11.417,11.36,8827,54579.8,0.95,3,MSLV
873638.3069090911,2024-03-02T15:09:39.900Z,41.2230635,-8.7146295,16.271,11.726,11.42,8827,54579.9,0.95,3,MSLV
873738.0712727275,2024-03-02T15:09:40.000Z,41.2230741,-8.7146313,16.247,11.766,11.73,8827,54580,0.95,3,MSLV
873837.8356363638,2024-03-02T15:09:40.099Z,41.2230848,-8.714633,16.231,11.892,11.77,8827,54580.1,0.95,3,MSLV
873937.6,2024-03-02T15:09:40.199Z,41.2230958,-8.7146344,16.213,12.194,11.89,8827,54580.2,0.95,3,MSLV
874037.5808,2024-03-02T15:09:40.300Z,41.2231073,-8.7146352,16.206,12.578,12.19,8827,54580.3,1,3,MSLV
874137.5616,2024-03-02T15:09:40.400Z,41.2231188,-8.7146355,16.197,12.699,12.58,8827,54580.4,0.95,3,MSLV
874237.5424,2024-03-02T15:09:40.500Z,41.2231306,-8.7146354,16.193,12.895,12.7,8827,54580.5,0.95,3,MSLV
874337.5232,2024-03-02T15:09:40.599Z,41.2231423,-8.714634,16.172,12.954,12.9,8827,54580.6,0.95,3,MSLV
874437.5040000001,2024-03-02T15:09:40.699Z,41.2231543,-8.7146321,16.183,13.219,12.95,8827,54580.7,0.95,3,MSLV
874537.4848000001,2024-03-02T15:09:40.800Z,41.2231659,-8.7146294,16.205,13.015,13.22,8827,54580.8,0.95,3,MSLV
874637.4656000001,2024-03-02T15:09:40.900Z,41.2231774,-8.7146257,16.179,13.096,13.01,8827,54580.9,0.98,3,MSLV
874737.4464000001,2024-03-02T15:09:41.000Z,41.2231886,-8.714621,16.188,13.105,13.1,8827,54581,0.95,3,MSLV
874837.4272000002,2024-03-02T15:09:41.099Z,41.2231997,-8.7146154,16.152,13.114,13.1,8827,54581.1,0.95,3,MSLV
874937.408,2024-03-02T15:09:41.199Z,41.223211,-8.7146091,16.189,13.646,13.11,8827,54581.2,0.95,3,MSLV
875037.2032000001,2024-03-02T15:09:41.300Z,41.2232219,-8.7146022,16.198,13.427,13.65,8827,54581.3,0.95,3,MSLV
875136.9984000002,2024-03-02T15:09:41.400Z,41.2232328,-8.7145947,16.176,13.649,13.43,8827,54581.4,0.95,3,MSLV
875236.7936000002,2024-03-02T15:09:41.500Z,41.2232437,-8.7145864,16.239,13.953,13.65,8827,54581.5,0.95,3,MSLV
875336.5888000003,2024-03-02T15:09:41.599Z,41.2232538,-8.7145769,16.23,13.741,13.95,8827,54581.6,0.95,3,MSLV
875436.3840000003,2024-03-02T15:09:41.699Z,41.2232641,-8.714567,16.26,14.111,13.74,8827,54581.7,0.95,3,MSLV
875536.1792000004,2024-03-02T15:09:41.800Z,41.223274,-8.7145562,16.283,14.163,14.11,8827,54581.8,0.95,3,MSLV
875635.9744000004,2024-03-02T15:09:41.900Z,41.2232837,-8.7145446,16.302,14.464,14.16,8827,54581.9,0.95,3,MSLV
875735.7696000005,2024-03-02T15:09:42.000Z,41.223293,-8.7145325,16.364,14.419,14.47,8827,54582,0.98,3,MSLV
875835.5648000005,2024-03-02T15:09:42.099Z,41.2233021,-8.7145202,16.367,14.431,14.42,8827,54582.1,0.98,3,MSLV
875935.36,2024-03-02T15:09:42.199Z,41.2233114,-8.7145072,16.388,14.903,14.43,8827,54582.2,0.98,3,MSLV
876035.1168,2024-03-02T15:09:42.300Z,41.2233201,-8.7144936,16.44,14.869,14.91,8827,54582.3,0.95,3,MSLV
876134.8735999999,2024-03-02T15:09:42.400Z,41.2233284,-8.7144793,16.461,15.094,14.87,8827,54582.4,0.98,3,MSLV
876234.6303999999,2024-03-02T15:09:42.500Z,41.2233367,-8.7144644,16.486,15.435,15.1,8827,54582.5,1.02,3,MSLV
876334.3871999999,2024-03-02T15:09:42.599Z,41.2233443,-8.7144485,16.538,15.758,15.44,8827,54582.6,1.02,3,MSLV
876434.1439999999,2024-03-02T15:09:42.699Z,41.2233512,-8.7144334,16.586,14.915,15.76,8827,54582.7,1.12,3,MSLV
876533.9007999998,2024-03-02T15:09:42.800Z,41.2233587,-8.7144174,16.628,15.568,14.92,8827,54582.8,1.08,3,MSLV
876633.6575999998,2024-03-02T15:09:42.900Z,41.2233664,-8.7144019,16.693,15.517,15.57,8827,54582.9,1.08,3,MSLV
876733.4143999998,2024-03-02T15:09:43.000Z,41.223374,-8.7143862,16.728,15.603,15.52,8827,54583,1.53,3,MSLV
876833.1711999997,2024-03-02T15:09:43.099Z,41.2233821,-8.7143703,16.754,16.058,15.61,8827,54583.1,1.24,3,MSLV
876932.928,2024-03-02T15:09:43.199Z,41.22339,-8.7143541,16.833,16.139,16.06,8827,54583.2,1.22,3,MSLV
