cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
20539.870999999992,2024-03-02T14:55:26.798Z,41.2236903,-8.7139175,25.429,0.282,0.38,8827,53726.799,1.77,3,MSLV
20639.69479999999,2024-03-02T14:55:26.898Z,41.2236901,-8.7139179,25.467,0.276,0.3,8827,53726.899,1.77,3,MSLV
20739.51859999999,2024-03-02T14:55:27.000Z,41.22369,-8.7139175,25.486,0.085,0.31,8827,53727,1.77,3,MSLV
20839.342399999987,2024-03-02T14:55:27.099Z,41.2236901,-8.7139171,25.459,0.156,0.16,8827,53727.099,1.77,3,MSLV
20939.166199999985,2024-03-02T14:55:27.199Z,41.2236892,-8.7139164,25.48,0.433,0.19,8827,53727.199,1.77,3,MSLV
21038.99,2024-03-02T14:55:27.298Z,41.2236886,-8.7139157,25.514,0.583,0.45,8827,53727.299,1.77,3,MSLV
21138.707000000002,2024-03-02T14:55:27.398Z,41.2236882,-8.7139152,25.552,0.605,0.59,8827,53727.399,1.77,3,MSLV
21238.424000000003,2024-03-02T14:55:27.499Z,41.2236879,-8.7139157,25.581,0.48,0.62,8827,53727.499,1.77,3,MSLV
21338.141000000003,2024-03-02T14:55:27.599Z,41.2236883,-8.7139154,25.574,0.4,0.5,8827,53727.599,1.77,3,MSLV
21437.858000000004,2024-03-02T14:55:27.699Z,41.2236882,-8.7139154,25.6,0.299,0.42,8827,53727.699,1.77,3,MSLV
21537.575000000004,2024-03-02T14:55:27.798Z,41.2236882,-8.7139154,25.642,0.113,0.33,8827,53727.799,1.77,3,MSLV
21637.292000000005,2024-03-02T14:55:27.898Z,41.2236879,-8.7139154,25.669,0.165,0.19,8827,53727.899,1.77,3,MSLV
21737.009000000005,2024-03-02T14:55:28.000Z,41.2236878,-8.7139157,25.669,0.16,0.22,8827,53728,1.77,3,MSLV
21836.726000000006,2024-03-02T14:55:28.099Z,41.2236876,-8.7139164,25.69,0.36,0.21,8827,53728.099,1.77,3,MSLV
21936.443000000007,2024-03-02T14:55:28.199Z,41.2236864,-8.7139164,25.722,0.664,0.39,8827,53728.199,1.77,3,MSLV
22036.16,2024-03-02T14:55:28.298Z,41.2236862,-8.7139166,25.701,0.523,0.68,8827,53728.299,1.77,3,MSLV
22136.3896,2024-03-02T14:55:28.398Z,41.2236859,-8.7139162,25.725,0.439,0.54,8827,53728.399,1.77,3,MSLV
22236.619199999997,2024-03-02T14:55:28.499Z,41.2236861,-8.7139165,25.728,0.224,0.46,8827,53728.499,1.77,3,MSLV
22336.848799999996,2024-03-02T14:55:28.599Z,41.2236854,-8.7139163,25.762,0.337,0.26,8827,53728.599,1.77,3,MSLV
22437.078399999995,2024-03-02T14:55:28.699Z,41.2236861,-8.7139167,25.684,0.146,0.37,8827,53728.699,1.77,3,MSLV
22537.307999999994,2024-03-02T14:55:28.798Z,41.2236862,-8.713917,25.681,0.13,0.18,8827,53728.799,1.77,3,MSLV
22637.537599999992,2024-03-02T14:55:28.898Z,41.2236863,-8.7139171,25.604,0.116,0.17,8827,53728.899,1.77,3,MSLV
22737.76719999999,2024-03-02T14:55:29.000Z,41.2236865,-8.7139172,25.566,0.068,0.13,8827,53729,1.77,3,MSLV
22837.99679999999,2024-03-02T14:55:29.099Z,41.223687,-8.7139172,25.565,0.127,0.08,8827,53729.099,1.77,3,MSLV
22938.22639999999,2024-03-02T14:55:29.199Z,41.2236872,-8.7139176,25.546,0.146,0.13,8827,53729.199,1.77,3,MSLV
23038.456,2024-03-02T14:55:29.298Z,41.2236873,-8.7139175,25.514,0.042,0.15,8827,53729.299,1.77,3,MSLV
23138.2382,2024-03-02T14:55:29.398Z,41.2236872,-8.7139168,25.458,0.294,0.05,8827,53729.399,1.77,3,MSLV
23238.0204,2024-03-02T14:55:29.499Z,41.2236872,-8.7139167,25.364,0.321,0.29,8827,53729.499,1.77,3,MSLV
23337.802600000003,2024-03-02T14:55:29.599Z,41.2236872,-8.713916,25.35,0.387,0.32,8827,53729.599,1.77,3,MSLV
23437.584800000004,2024-03-02T14:55:29.699Z,41.2236869,-8.7139156,25.359,0.322,0.39,8827,53729.699,1.77,3,MSLV
23537.367000000006,2024-03-02T14:55:29.798Z,41.2236872,-8.7139159,25.322,0.172,0.32,8827,53729.799,1.77,3,MSLV
23637.149200000007,2024-03-02T14:55:29.898Z,41.2236868,-8.7139161,25.323,0.236,0.18,8827,53729.899,1.77,3,MSLV
23736.93140000001,2024-03-02T14:55:30.000Z,41.2236868,-8.713916,25.306,0.159,0.24,8827,53730,1.77,3,MSLV
23836.71360000001,2024-03-02T14:55:30.099Z,41.2236873,-8.713916,25.214,0.123,0.16,8827,53730.099,1.77,3,MSLV
23936.49580000001,2024-03-02T14:55:30.199Z,41.2236875,-8.7139158,25.155,0.154,0.14,8827,53730.199,1.77,3,MSLV
24036.278,2024-03-02T14:55:30.298Z,41.2236865,-8.7139157,25.223,0.357,0.18,8827,53730.299,1.77,3,MSLV
24136.4472,2024-03-02T14:55:30.398Z,41.2236862,-8.7139164,25.113,0.368,0.36,8827,53730.399,1.77,3,MSLV
24236.6164,2024-03-02T14:55:30.499Z,41.2236859,-8.7139164,25.073,0.451,0.38,8827,53730.499,1.77,3,MSLV
24336.7856,2024-03-02T14:55:30.599Z,41.2236851,-8.7139162,25.038,0.666,0.46,8827,53730.599,1.78,3,MSLV
24436.9548,2024-03-02T14:55:30.699Z,41.2236849,-8.7139163,25.047,0.389,0.68,8827,53730.699,1.78,3,MSLV
24537.124,2024-03-02T14:55:30.798Z,41.223685,-8.7139166,25.013,0.214,0.4,8827,53730.799,1.78,3,MSLV
24637.2932,2024-03-02T14:55:30.898Z,41.223685,-8.7139169,24.968,0.212,0.24,8827,53730.899,1.78,3,MSLV
24737.4624,2024-03-02T14:55:31.000Z,41.2236853,-8.713917,24.915,0.087,0.24,8827,53731,1.78,3,MSLV
24837.6316,2024-03-02T14:55:31.099Z,41.2236853,-8.713917,24.933,0.064,0.15,8827,53731.099,1.78,3,MSLV
24937.8008,2024-03-02T14:55:31.199Z,41.2236853,-8.7139171,24.914,0.093,0.13,8827,53731.199,1.78,3,MSLV
25037.97,2024-03-02T14:55:31.298Z,41.2236846,-8.7139167,24.979,0.231,0.14,8827,53731.299,1.78,3,MSLV
25138.232,2024-03-02T14:55:31.398Z,41.2236839,-8.7139155,25.099,0.277,0.24,8827,53731.399,1.78,3,MSLV
25238.494,2024-03-02T14:55:31.499Z,41.2236834,-8.7139151,25.194,0.247,0.28,8827,53731.499,1.78,3,MSLV
25338.755999999998,2024-03-02T14:55:31.599Z,41.2236829,-8.7139147,25.281,0.205,0.25,8827,53731.599,1.78,3,MSLV
25439.017999999996,2024-03-02T14:55:31.699Z,41.2236829,-8.7139137,25.345,0.316,0.21,8827,53731.699,1.78,3,MSLV
25539.279999999995,2024-03-02T14:55:31.798Z,41.223683,-8.7139135,25.372,0.269,0.32,8827,53731.799,1.78,3,MSLV
25639.541999999994,2024-03-02T14:55:31.898Z,41.2236823,-8.7139137,25.37,0.235,0.28,8827,53731.899,1.78,3,MSLV
25739.803999999993,2024-03-02T14:55:32.000Z,41.2236819,-8.7139145,25.345,0.312,0.25,8827,53732,1.78,3,MSLV
25840.06599999999,2024-03-02T14:55:32.099Z,41.2236819,-8.7139155,25.321,0.352,0.32,8827,53732.099,1.78,3,MSLV
25940.32799999999,2024-03-02T14:55:32.199Z,41.2236817,-8.7139159,25.376,0.383,0.36,8827,53732.199,1.78,3,MSLV
26040.59,2024-03-02T14:55:32.298Z,41.2236811,-8.7139172,25.381,0.624,0.39,8827,53732.299,1.78,3,MSLV
26139.9888,2024-03-02T14:55:32.398Z,41.2236805,-8.7139178,25.396,0.696,0.63,8827,53732.399,1.78,3,MSLV
26239.3876,2024-03-02T14:55:32.499Z,41.2236802,-8.7139179,25.392,0.612,0.7,8827,53732.499,1.78,3,MSLV
26338.786399999997,2024-03-02T14:55:32.599Z,41.2236807,-8.713918,25.351,0.382,0.62,8827,53732.599,1.78,3,MSLV
26438.185199999996,2024-03-02T14:55:32.699Z,41.2236809,-8.7139184,25.313,0.369,0.39,8827,53732.699,1.78,3,MSLV
26537.583999999995,2024-03-02T14:55:32.798Z,41.2236808,-8.713919,25.312,0.378,0.38,8827,53732.799,1.78,3,MSLV
26636.982799999994,2024-03-02T14:55:32.898Z,41.2236799,-8.7139186,25.436,0.352,0.38,8827,53732.899,1.78,3,MSLV
26736.381599999993,2024-03-02T14:55:33.000Z,41.2236789,-8.7139176,25.549,0.407,0.37,8827,53733,1.78,3,MSLV
26835.780399999992,2024-03-02T14:55:33.099Z,41.2236789,-8.7139174,25.559,0.291,0.43,8827,53733.099,1.78,3,MSLV
26935.17919999999,2024-03-02T14:55:33.199Z,41.2236793,-8.713917,25.537,0.184,0.32,8827,53733.199,1.78,3,MSLV
27034.578,2024-03-02T14:55:33.298Z,41.223679,-8.713917,25.553,0.168,0.22,8827,53733.299,1.78,3,MSLV
27134.9042,2024-03-02T14:55:33.398Z,41.2236791,-8.7139178,25.54,0.158,0.21,8827,53733.399,1.78,3,MSLV
27235.2304,2024-03-02T14:55:33.499Z,41.2236778,-8.7139183,25.661,0.394,0.2,8827,53733.499,1.78,3,MSLV
27335.5566,2024-03-02T14:55:33.599Z,41.2236776,-8.713919,25.704,0.448,0.42,8827,53733.599,1.78,3,MSLV
27435.8828,2024-03-02T14:55:33.699Z,41.2236769,-8.713919,25.708,0.501,0.48,8827,53733.699,1.78,3,MSLV
27536.209,2024-03-02T14:55:33.798Z,41.2236765,-8.7139191,25.712,0.475,0.52,8827,53733.799,1.78,3,MSLV
27636.5352,2024-03-02T14:55:33.898Z,41.2236765,-8.7139186,25.658,0.571,0.5,8827,53733.899,1.78,3,MSLV
27736.861399999998,2024-03-02T14:55:34.000Z,41.2236769,-8.713918,25.561,0.527,0.59,8827,53734,1.78,3,MSLV
27837.187599999997,2024-03-02T14:55:34.099Z,41.2236773,-8.7139178,25.513,0.369,0.54,8827,53734.099,1.78,3,MSLV
27937.513799999997,2024-03-02T14:55:34.199Z,41.2236772,-8.7139168,25.6,0.397,0.38,8827,53734.199,1.78,3,MSLV
28037.84,2024-03-02T14:55:34.298Z,41.223677,-8.7139165,25.613,0.374,0.41,8827,53734.299,1.78,3,MSLV
28137.4578,2024-03-02T14:55:34.398Z,41.2236771,-8.7139162,25.57,0.359,0.39,8827,53734.399,1.78,3,MSLV
28237.0756,2024-03-02T14:55:34.499Z,41.2236768,-8.7139152,25.694,0.422,0.37,8827,53734.499,1.78,3,MSLV
28336.6934,2024-03-02T14:55:34.599Z,41.2236764,-8.7139145,25.732,0.433,0.45,8827,53734.599,1.78,3,MSLV
28436.3112,2024-03-02T14:55:34.699Z,41.2236762,-8.7139148,25.744,0.217,0.46,8827,53734.699,1.78,3,MSLV
28535.929,2024-03-02T14:55:34.798Z,41.2236748,-8.7139145,25.794,0.388,0.26,8827,53734.799,1.78,3,MSLV
28635.5468,2024-03-02T14:55:34.898Z,41.2236745,-8.7139148,25.747,0.44,0.41,8827,53734.899,1.78,3,MSLV
28735.1646,2024-03-02T14:55:35.000Z,41.2236743,-8.7139148,25.812,0.282,0.46,8827,53735,1.78,3,MSLV
28834.7824,2024-03-02T14:55:35.099Z,41.2236749,-8.7139141,25.842,0.199,0.32,8827,53735.099,1.78,3,MSLV
28934.4002,2024-03-02T14:55:35.199Z,41.2236757,-8.7139137,25.791,0.293,0.26,8827,53735.199,1.78,3,MSLV
29034.018,2024-03-02T14:55:35.298Z,41.223676,-8.7139138,25.664,0.25,0.33,8827,53735.299,1.78,3,MSLV
29134.623,2024-03-02T14:55:35.398Z,41.2236761,-8.7139133,25.597,0.42,0.27,8827,53735.399,1.78,3,MSLV
29235.228,2024-03-02T14:55:35.499Z,41.2236759,-8.7139127,25.601,0.499,0.43,8827,53735.499,1.78,3,MSLV
29335.833,2024-03-02T14:55:35.599Z,41.2236763,-8.7139124,25.371,0.712,0.51,8827,53735.599,1.78,3,MSLV
29436.438,2024-03-02T14:55:35.699Z,41.2236757,-8.7139116,25.442,0.659,0.71,8827,53735.699,1.78,3,MSLV
29537.042999999998,2024-03-02T14:55:35.798Z,41.2236748,-8.713911,25.438,0.858,0.66,8827,53735.799,1.78,3,MSLV
29637.647999999997,2024-03-02T14:55:35.898Z,41.2236743,-8.7139103,25.358,1.033,0.86,8827,53735.899,1.78,3,MSLV
29738.252999999997,2024-03-02T14:55:36.000Z,41.223674,-8.7139098,25.367,0.751,1.03,8827,53736,1.78,3,MSLV
29838.857999999997,2024-03-02T14:55:36.099Z,41.223674,-8.7139084,25.288,0.98,0.75,8827,53736.099,1.78,3,MSLV
29939.462999999996,2024-03-02T14:55:36.199Z,41.2236734,-8.713909,25.408,0.235,0.98,8827,53736.199,1.78,3,MSLV
30040.068,2024-03-02T14:55:36.298Z,41.2236729,-8.7139081,25.345,0.789,0.24,8827,53736.299,1.78,3,MSLV
30140.303,2024-03-02T14:55:36.398Z,41.2236747,-8.7139087,24.811,0.762,0.79,8827,53736.399,1.78,3,MSLV
30240.538,2024-03-02T14:55:36.499Z,41.223672,-8.7139076,25.11,0.723,0.78,8827,53736.499,1.78,3,MSLV
30340.773,2024-03-02T14:55:36.599Z,41.2236731,-8.7139086,24.841,0.541,0.73,8827,53736.599,1.78,3,MSLV
30441.008,2024-03-02T14:55:36.699Z,41.2236741,-8.713909,24.475,0.818,0.56,8827,53736.699,1.78,3,MSLV
30541.243000000002,2024-03-02T14:55:36.798Z,41.2236704,-8.7139071,25.068,0.529,0.85,8827,53736.799,1.78,3,MSLV
30641.478000000003,2024-03-02T14:55:36.898Z,41.2236695,-8.7139067,25.098,0.616,0.53,8827,53736.899,1.78,3,MSLV
30741.713000000003,2024-03-02T14:55:37.000Z,41.2236684,-8.7139064,25.17,0.636,0.62,8827,53737,1.78,3,MSLV
30841.948000000004,2024-03-02T14:55:37.099Z,41.2236683,-8.7139064,24.997,0.979,0.64,8827,53737.099,1.83,3,MSLV
30942.183000000005,2024-03-02T14:55:37.199Z,41.2236678,-8.7139068,24.938,0.922,0.98,8827,53737.199,1.83,3,MSLV
31042.418,2024-03-02T14:55:37.298Z,41.2236668,-8.7139067,24.912,1.159,0.93,8827,53737.299,1.83,3,MSLV
31141.899400000002,2024-03-02T14:55:37.398Z,41.2236657,-8.7139073,25.034,0.92,1.17,8827,53737.399,1.78,3,MSLV
31241.380800000003,2024-03-02T14:55:37.499Z,41.2236646,-8.7139077,25.09,1.093,0.92,8827,53737.499,1.84,3,MSLV
31340.862200000003,2024-03-02T14:55:37.599Z,41.2236649,-8.7139085,24.9,0.89,1.09,8827,53737.599,1.84,3,MSLV
31440.343600000004,2024-03-02T14:55:37.699Z,41.2236644,-8.7139098,24.91,1.161,0.9,8827,53737.699,1.78,3,MSLV
31539.825000000004,2024-03-02T14:55:37.798Z,41.2236633,-8.7139106,24.987,1.194,1.17,8827,53737.799,1.78,3,MSLV
31639.306400000005,2024-03-02T14:55:37.898Z,41.2236629,-8.7139117,24.957,1.029,1.19,8827,53737.899,1.78,3,MSLV
31738.787800000006,2024-03-02T14:55:38.000Z,41.2236618,-8.7139127,25.112,1.107,1.03,8827,53738,1.78,3,MSLV
31838.269200000006,2024-03-02T14:55:38.099Z,41.2236608,-8.7139135,25.161,1.102,1.11,8827,53738.099,1.84,3,MSLV
31937.750600000007,2024-03-02T14:55:38.199Z,41.2236606,-8.7139149,25.082,1.232,1.1,8827,53738.199,1.78,3,MSLV
32037.232,2024-03-02T14:55:38.298Z,41.2236597,-8.7139159,25.083,1.29,1.23,8827,53738.299,1.78,3,MSLV
32137.0576,2024-03-02T14:55:38.398Z,41.2236591,-8.7139174,25.055,1.4,1.29,8827,53738.399,1.78,3,MSLV
32236.8832,2024-03-02T14:55:38.499Z,41.2236585,-8.7139186,25.078,1.228,1.4,8827,53738.499,1.84,3,MSLV
32336.7088,2024-03-02T14:55:38.599Z,41.2236578,-8.7139197,25.128,1.28,1.23,8827,53738.599,1.78,3,MSLV
32436.5344,2024-03-02T14:55:38.699Z,41.2236576,-8.7139211,25.058,1.283,1.28,8827,53738.699,1.78,3,MSLV
32536.36,2024-03-02T14:55:38.798Z,41.2236577,-8.7139227,24.949,1.332,1.28,8827,53738.799,1.78,3,MSLV
32636.1856,2024-03-02T14:55:38.898Z,41.2236571,-8.7139242,24.983,1.392,1.33,8827,53738.899,1.78,3,MSLV
32736.0112,2024-03-02T14:55:39.000Z,41.2236568,-8.7139258,24.968,1.314,1.39,8827,53739,1.78,3,MSLV
32835.8368,2024-03-02T14:55:39.099Z,41.2236563,-8.7139271,25.003,1.274,1.31,8827,53739.099,1.91,3,MSLV
32935.662399999994,2024-03-02T14:55:39.199Z,41.2236557,-8.7139285,24.96,1.295,1.27,8827,53739.199,1.78,3,MSLV
33035.488,2024-03-02T14:55:39.298Z,41.223655,-8.7139299,24.978,1.39,1.3,8827,53739.299,1.78,3,MSLV
33136.0712,2024-03-02T14:55:39.398Z,41.2236546,-8.7139313,24.973,1.3,1.39,8827,53739.399,1.78,3,MSLV
33236.6544,2024-03-02T14:55:39.499Z,41.2236539,-8.7139327,25.006,1.445,1.3,8827,53739.499,1.78,3,MSLV
33337.2376,2024-03-02T14:55:39.599Z,41.2236534,-8.713934,25.036,1.305,1.45,8827,53739.599,1.78,3,MSLV
33437.8208,2024-03-02T14:55:39.699Z,41.2236532,-8.7139351,25.005,1.067,1.31,8827,53739.699,1.78,3,MSLV
33538.404,2024-03-02T14:55:39.798Z,41.2236527,-8.7139366,24.961,1.421,1.07,8827,53739.799,1.78,3,MSLV
33638.9872,2024-03-02T14:55:39.898Z,41.223652,-8.7139378,24.969,1.309,1.42,8827,53739.899,1.78,3,MSLV
33739.570400000004,2024-03-02T14:55:40.000Z,41.2236515,-8.7139389,24.971,1.198,1.31,8827,53740,1.78,3,MSLV
33840.153600000005,2024-03-02T14:55:40.099Z,41.2236512,-8.7139401,24.963,1.197,1.2,8827,53740.099,1.78,3,MSLV
33940.736800000006,2024-03-02T14:55:40.199Z,41.2236507,-8.7139413,24.966,1.197,1.2,8827,53740.199,1.78,3,MSLV
34041.32,2024-03-02T14:55:40.298Z,41.2236502,-8.7139423,24.962,1.075,1.2,8827,53740.299,1.78,3,MSLV
34141.3824,2024-03-02T14:55:40.398Z,41.2236496,-8.7139435,24.943,1.281,1.08,8827,53740.399,1.78,3,MSLV
34241.444800000005,2024-03-02T14:55:40.499Z,41.223649,-8.7139447,24.885,1.32,1.28,8827,53740.499,1.78,3,MSLV
34341.50720000001,2024-03-02T14:55:40.599Z,41.2236484,-8.7139459,24.896,1.262,1.33,8827,53740.599,1.78,3,MSLV
34441.56960000001,2024-03-02T14:55:40.699Z,41.2236477,-8.713947,24.941,1.174,1.26,8827,53740.699,1.78,3,MSLV
34541.63200000001,2024-03-02T14:55:40.798Z,41.2236469,-8.7139483,24.943,1.246,1.17,8827,53740.799,1.78,3,MSLV
34641.694400000015,2024-03-02T14:55:40.898Z,41.2236467,-8.7139495,24.905,1.08,1.25,8827,53740.899,1.78,3,MSLV
34741.75680000002,2024-03-02T14:55:41.000Z,41.2236461,-8.7139511,24.881,1.283,1.08,8827,53741,1.78,3,MSLV
34841.81920000002,2024-03-02T14:55:41.099Z,41.2236456,-8.7139526,24.886,1.311,1.28,8827,53741.099,1.78,3,MSLV
34941.88160000002,2024-03-02T14:55:41.199Z,41.2236451,-8.713954,24.887,1.2,1.31,8827,53741.199,1.78,3,MSLV
35041.944,2024-03-02T14:55:41.298Z,41.2236445,-8.7139556,24.908,1.315,1.2,8827,53741.299,1.78,3,MSLV
35141.7376,2024-03-02T14:55:41.398Z,41.2236441,-8.713957,24.854,1.282,1.32,8827,53741.399,1.78,3,MSLV
35241.5312,2024-03-02T14:55:41.499Z,41.2236433,-8.7139584,24.81,1.416,1.28,8827,53741.499,1.78,3,MSLV
35341.324799999995,2024-03-02T14:55:41.599Z,41.2236428,-8.7139596,24.739,1.263,1.42,8827,53741.599,1.78,3,MSLV
35441.11839999999,2024-03-02T14:55:41.699Z,41.2236419,-8.7139609,24.759,1.264,1.27,8827,53741.699,1.78,3,MSLV
35540.91199999999,2024-03-02T14:55:41.798Z,41.2236413,-8.7139623,24.754,1.278,1.27,8827,53741.799,1.78,3,MSLV
35640.70559999999,2024-03-02T14:55:41.898Z,41.2236407,-8.7139633,24.761,1.015,1.28,8827,53741.899,1.78,3,MSLV
35740.499199999984,2024-03-02T14:55:42.000Z,41.2236403,-8.7139645,24.718,1.096,1.02,8827,53742,1.78,3,MSLV
35840.29279999998,2024-03-02T14:55:42.099Z,41.2236398,-8.7139659,24.698,1.228,1.1,8827,53742.099,1.78,3,MSLV
35940.08639999998,2024-03-02T14:55:42.199Z,41.2236393,-8.7139674,24.708,1.21,1.23,8827,53742.199,1.78,3,MSLV
36039.88,2024-03-02T14:55:42.298Z,41.2236389,-8.7139691,24.758,1.323,1.21,8827,53742.299,1.78,3,MSLV
36140.244,2024-03-02T14:55:42.398Z,41.223639,-8.7139703,24.696,1.001,1.32,8827,53742.399,1.78,3,MSLV
36240.608,2024-03-02T14:55:42.499Z,41.2236387,-8.7139717,24.681,1.129,1,8827,53742.499,1.78,3,MSLV
36340.972,2024-03-02T14:55:42.599Z,41.2236383,-8.713973,24.658,1.054,1.13,8827,53742.599,1.78,3,MSLV
36441.336,2024-03-02T14:55:42.699Z,41.2236382,-8.7139743,24.607,1.116,1.06,8827,53742.699,1.78,3,MSLV
36541.700000000004,2024-03-02T14:55:42.798Z,41.2236374,-8.7139754,24.62,1.13,1.12,8827,53742.799,1.78,3,MSLV
36642.064000000006,2024-03-02T14:55:42.898Z,41.2236367,-8.7139768,24.647,1.281,1.13,8827,53742.899,1.78,3,MSLV
36742.42800000001,2024-03-02T14:55:43.000Z,41.223636,-8.713978,24.624,1.297,1.28,8827,53743,1.78,3,MSLV
36842.79200000001,2024-03-02T14:55:43.099Z,41.2236351,-8.7139791,24.631,1.298,1.3,8827,53743.099,1.78,3,MSLV
36943.15600000001,2024-03-02T14:55:43.199Z,41.2236347,-8.7139803,24.541,1.198,1.3,8827,53743.199,1.78,3,MSLV
37043.52,2024-03-02T14:55:43.298Z,41.2236338,-8.7139816,24.547,1.452,1.2,8827,53743.299,1.78,3,MSLV
37143.5484,2024-03-02T14:55:43.398Z,41.2236329,-8.713983,24.543,1.435,1.45,8827,53743.399,1.78,3,MSLV
37243.5768,2024-03-02T14:55:43.499Z,41.2236323,-8.713984,24.544,1.145,1.44,8827,53743.499,1.78,3,MSLV
37343.605200000005,2024-03-02T14:55:43.599Z,41.2236315,-8.7139847,24.553,1.008,1.15,8827,53743.599,1.78,3,MSLV
37443.63360000001,2024-03-02T14:55:43.699Z,41.2236308,-8.7139857,24.512,1.171,1.01,8827,53743.699,1.78,3,MSLV
37543.66200000001,2024-03-02T14:55:43.798Z,41.2236297,-8.7139862,24.527,1.182,1.17,8827,53743.799,1.78,3,MSLV
37643.690400000014,2024-03-02T14:55:43.898Z,41.223629,-8.7139867,24.496,0.995,1.18,8827,53743.899,1.78,3,MSLV
37743.71880000002,2024-03-02T14:55:44.000Z,41.2236279,-8.7139871,24.516,1.114,1,8827,53744,1.78,3,MSLV
37843.74720000002,2024-03-02T14:55:44.099Z,41.2236273,-8.7139877,24.519,0.84,1.12,8827,53744.099,1.78,3,MSLV
37943.77560000002,2024-03-02T14:55:44.199Z,41.2236267,-8.7139883,24.57,0.65,0.84,8827,53744.199,1.78,3,MSLV
38043.804,2024-03-02T14:55:44.298Z,41.2236261,-8.7139888,24.54,0.849,0.65,8827,53744.299,1.78,3,MSLV
38143.881199999996,2024-03-02T14:55:44.398Z,41.2236257,-8.7139895,24.51,0.778,0.85,8827,53744.399,1.78,3,MSLV
38243.958399999996,2024-03-02T14:55:44.499Z,41.2236249,-8.71399,24.579,0.751,0.78,8827,53744.499,1.78,3,MSLV
38344.035599999996,2024-03-02T14:55:44.599Z,41.223624,-8.7139905,24.539,1.084,0.75,8827,53744.599,1.78,3,MSLV
38444.112799999995,2024-03-02T14:55:44.699Z,41.2236234,-8.7139908,24.588,0.686,1.08,8827,53744.699,1.78,3,MSLV
38544.189999999995,2024-03-02T14:55:44.798Z,41.2236233,-8.7139908,24.548,0.354,0.69,8827,53744.799,1.78,3,MSLV
38644.267199999995,2024-03-02T14:55:44.898Z,41.2236223,-8.7139909,24.541,0.958,0.35,8827,53744.899,1.78,3,MSLV
38744.344399999994,2024-03-02T14:55:45.000Z,41.2236217,-8.7139907,24.539,0.666,0.96,8827,53745,1.78,3,MSLV
38844.421599999994,2024-03-02T14:55:45.099Z,41.2236208,-8.7139902,24.548,0.955,0.67,8827,53745.099,1.78,3,MSLV
38944.498799999994,2024-03-02T14:55:45.199Z,41.2236207,-8.7139902,24.532,0.3,0.96,8827,53745.199,1.78,3,MSLV
39044.576,2024-03-02T14:55:45.298Z,41.2236205,-8.7139901,24.526,0.251,0.3,8827,53745.299,1.78,3,MSLV
39144.0044,2024-03-02T14:55:45.398Z,41.2236202,-8.71399,24.526,0.262,0.25,8827,53745.399,1.78,3,MSLV
39243.432799999995,2024-03-02T14:55:45.499Z,41.2236201,-8.7139901,24.533,0.167,0.26,8827,53745.499,1.78,3,MSLV
39342.86119999999,2024-03-02T14:55:45.599Z,41.2236199,-8.71399,24.509,0.214,0.17,8827,53745.599,1.78,3,MSLV
39442.28959999999,2024-03-02T14:55:45.699Z,41.2236197,-8.7139903,24.542,0.249,0.22,8827,53745.699,1.78,3,MSLV
39541.717999999986,2024-03-02T14:55:45.798Z,41.2236195,-8.7139903,24.531,0.255,0.25,8827,53745.799,1.78,3,MSLV
39641.14639999998,2024-03-02T14:55:45.898Z,41.2236193,-8.7139901,24.495,0.28,0.26,8827,53745.899,1.78,3,MSLV
39740.57479999998,2024-03-02T14:55:46.000Z,41.2236193,-8.7139901,24.514,0.05,0.28,8827,53746,1.78,3,MSLV
39840.00319999998,2024-03-02T14:55:46.099Z,41.2236195,-8.7139901,24.525,0.262,0.05,8827,53746.099,1.78,3,MSLV
39939.431599999974,2024-03-02T14:55:46.199Z,41.2236197,-8.71399,24.521,0.235,0.26,8827,53746.199,1.78,3,MSLV
40038.86,2024-03-02T14:55:46.298Z,41.2236198,-8.7139898,24.51,0.146,0.23,8827,53746.299,1.78,3,MSLV
40138.9236,2024-03-02T14:55:46.398Z,41.2236199,-8.7139899,24.514,0.134,0.15,8827,53746.399,1.78,3,MSLV
40238.9872,2024-03-02T14:55:46.499Z,41.2236199,-8.7139898,24.506,0.069,0.13,8827,53746.499,1.78,3,MSLV
40339.050800000005,2024-03-02T14:55:46.599Z,41.2236199,-8.7139897,24.499,0.066,0.07,8827,53746.599,1.78,3,MSLV
40439.114400000006,2024-03-02T14:55:46.699Z,41.2236198,-8.7139896,24.482,0.034,0.07,8827,53746.699,1.78,3,MSLV
40539.17800000001,2024-03-02T14:55:46.798Z,41.2236198,-8.7139896,24.484,0.018,0.05,8827,53746.799,1.78,3,MSLV
40639.24160000001,2024-03-02T14:55:46.898Z,41.2236197,-8.7139896,24.491,0.091,0.03,8827,53746.899,1.78,3,MSLV
40739.30520000001,2024-03-02T14:55:47.000Z,41.2236197,-8.7139898,24.49,0.13,0.09,8827,53747,1.78,3,MSLV
40839.36880000001,2024-03-02T14:55:47.099Z,41.2236197,-8.7139897,24.491,0.03,0.13,8827,53747.099,1.78,3,MSLV
40939.43240000001,2024-03-02T14:55:47.199Z,41.2236197,-8.7139897,24.486,0.073,0.03,8827,53747.199,1.78,3,MSLV
